obs,1num,tic,1conm_x,gvkey,1ceo_minority,new_director_source,new_director_name,2director_race(black),2num,2Company,2AnnDate,2permno,TMT_verify_link(Manual Check),*TMT_Active_in_2020_afterMay26(Manual Check),CrossVerify_2role_type,2Confounded,2Interim,2gender(female?),blackTMT?,Num_Black_TMT,EverHad_Black_TMT,3num,3CompanyID,3DirectorID,3CompanyName,3RoleName,1ethnicity (from boardex),3DateStartRole,3DateEndRole,3Seniority,Director_EverBeen_CEO?,3Director_Active_in_2020_afterMay26
1134,344,OGN,ORGANON & CO,38821,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,643,1562505,2413290,OROGEN ROYALTIES INC (Evrim Resources Corp prior to 08/2020),President/CEO,CAUCASIAN/WHITE,1/25/11,8/18/20,Executive Director,1,Yes
1135,345,VRSK,VERISK ANALYTICS INC,180652,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,644,1586724,982579,VERISK ANALYTICS INC,Chairman/President/CEO,CAUCASIAN/WHITE,4/1/16,5/5/22,Executive Director,1,Yes
1136,346,A,AGILENT TECHNOLOGIES INC,126554,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,7,1060,598782,AGILENT TECHNOLOGIES INC,President/CEO,CAUCASIAN/WHITE,3/18/15,,Executive Director,1,Yes
1137,347,AAPL,APPLE INC,1690,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,36,2355,55422,APPLE INC (Apple Computer Inc prior to 01/2007),CEO,CAUCASIAN/WHITE,8/24/11,,Executive Director,1,Yes
1138,348,ADBE,ADOBE INC,12540,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,4,808,49351,ADOBE INC (Adobe Systems Inc prior to 10/2018),Chairman/President/CEO,INDIAN/SOUTH ASIAN,1/27/17,1/13/22,Executive Director,1,Yes
1139,349,AMAT,APPLIED MATERIALS INC,1704,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,37,2382,50901,APPLIED MATERIALS INC,President/CEO,CAUCASIAN/WHITE,9/1/13,,Executive Director,1,Yes
1140,350,AMD,ADVANCED MICRO DEVICES,1161,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,5,881,542142,ADVANCED MICRO DEVICES INC (AMD),President/CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),10/8/14,2/14/22,Executive Director,1,Yes
1141,351,ANET,ARISTA NETWORKS INC,20748,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,696,2073894,201466,ARISTA NETWORKS INC,Chairman/Chief Development Officer,INDIAN/SOUTH ASIAN,5/18/15,12/1/23,Executive Director,0,Yes
1142,351,ANET,ARISTA NETWORKS INC,20748,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,697,2073894,765053,ARISTA NETWORKS INC,President/CEO,INDIAN/SOUTH ASIAN,6/6/14,12/1/23,Executive Director,1,Yes
1143,352,AVGO,BROADCOM INC,180711,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,618,817439,102722,BROADCOM INC (Broadcom Ltd prior to 04/2018),President/CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),8/6/09,,Executive Director,1,Yes
1144,353,CDNS,CADENCE DESIGN SYSTEMS INC,13421,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,97,5480,182411,CADENCE DESIGN SYSTEMS INC,CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),11/16/17,12/15/21,Executive Director,1,Yes
1145,354,CSCO,CISCO SYSTEMS INC,20779,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,130,6908,536628,CISCO SYSTEMS INC,Chair/CEO,CAUCASIAN/WHITE,12/11/17,,Executive Director,1,Yes
1146,355,EBAY,EBAY INC,114524,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1147,355,EBAY,EBAY INC,114524,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1148,356,FTNT,FORTINET INC,183377,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,648,1606380,1055310,FORTINET INC,Chairman/CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),11/11/13,,Executive Director,1,Yes
1149,357,GOOGL,ALPHABET INC,160329,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,588,116351,887679,ALPHABET INC (Google Inc prior to 10/2015),CEO,INDIAN/SOUTH ASIAN,12/3/19,,Executive Director,1,Yes
1150,358,HPQ,HP INC,5606,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,685,1985899,2390887,HPQ SILICON INC (HPQ Silicon Resources Inc prior to 07/2022),Chairman/President/CEO,HISPANIC/LATIN AMERICAN,1/1/18,,Executive Director,1,Yes
1151,358,HPQ,HP INC,5606,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,278,14722,607415,HP INC (Hewlett-Packard Co prior to 11/2015),President/CEO,HISPANIC/LATIN AMERICAN,11/1/19,,Executive Director,1,Yes
1152,359,INTC,INTEL CORP,6008,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,302,16239,48076,INTEL CORP,CEO,CAUCASIAN/WHITE,1/30/19,2/15/21,Executive Director,1,Yes
1153,360,INTU,INTUIT INC,27928,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,308,16626,444827,INTUIT INC,Chairman (Executive),MIDDLE-EASTERN/NORTH AFRICAN,1/1/19,1/1/22,Executive Director,0,Yes
1154,360,INTU,INTUIT INC,27928,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,309,16626,556870,INTUIT INC,President/CEO,MIDDLE-EASTERN/NORTH AFRICAN,1/1/19,2/1/24,Executive Director,1,Yes
1155,361,ISRG,INTUITIVE SURGICAL INC,136725,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,310,16627,324511,INTUITIVE SURGICAL INC,President/CEO,CAUCASIAN/WHITE,1/1/10,5/16/23,Executive Director,1,Yes
1156,362,JNPR,JUNIPER NETWORKS INC,121718,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,318,17580,1275216,JUNIPER NETWORKS INC,CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),11/10/14,,Executive Director,1,Yes
1157,363,KLAC,KLA CORP,6304,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,328,17984,51071,KLA CORP (KLA Tencor Corp prior to 07/2019),President/CEO,CAUCASIAN/WHITE,11/13/08,,Executive Director,1,Yes
1158,364,MXIM,MAXIM INTEGRATED PRODUCTS,14256,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,362,19863,36387,MAXIM INTEGRATED PRODUCTS INC (De-listed 08/2021),President/CEO,MIDDLE-EASTERN/NORTH AFRICAN,1/1/07,8/26/21,Executive Director,1,Yes
1159,365,NFLX,NETFLIX INC,147579,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,584,93427,182088,NETFLIX INC,Chairman/President/CEO,CAUCASIAN/WHITE,7/1/99,7/14/20,Executive Director,1,Yes
1160,366,NOW,SERVICENOW INC,171007,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,673,1830138,206474,SERVICENOW INC,President/CEO,CAUCASIAN/WHITE,11/18/19,10/25/22,Executive Director,1,Yes
1161,367,NTAP,NETAPP INC,61591,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,391,21903,1448606,NETAPP INC (Network Appliance Inc prior to 03/2008),President/CEO,INDIAN/SOUTH ASIAN,5/20/16,7/1/20,Executive Director,1,Yes
1162,368,NVDA,NVIDIA CORP,117768,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,403,22806,83377,NVIDIA CORP,President/CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),4/1/93,,Executive Director,1,Yes
1163,369,PYPL,PAYPAL HOLDINGS INC,24616,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,705,2308850,54611,PAYPAL HOLDINGS INC,President/CEO,CAUCASIAN/WHITE,7/17/15,9/27/23,Executive Director,1,Yes
1164,370,SIVB,SVB FINANCIAL GROUP,17120,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1165,370,SIVB,SVB FINANCIAL GROUP,17120,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1166,371,SNPS,SYNOPSYS INC,24975,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,507,29816,64702,SYNOPSYS INC,Chairman/Co-CEO,CAUCASIAN/WHITE,5/21/12,4/30/22,Executive Director,1,Yes
1167,371,SNPS,SYNOPSYS INC,24975,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,508,29816,64712,SYNOPSYS INC,President/Co-CEO,CAUCASIAN/WHITE,5/21/12,11/1/21,Executive Director,1,Yes
1168,372,TRMB,TRIMBLE INC,22815,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1169,372,TRMB,TRIMBLE INC,22815,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1170,373,VAR,VARIAN MEDICAL SYSTEMS INC,11115,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,547,32375,453565,VARIAN MEDICAL SYSTEMS INC (De-listed 04/2021),President/CEO,CAUCASIAN/WHITE,9/29/12,10/5/20,Executive Director,1,Yes
1171,374,WDC,WESTERN DIGITAL CORP,11399,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1172,374,WDC,WESTERN DIGITAL CORP,11399,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1173,375,XLNX,XILINX INC,22325,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,574,33857,339239,XILINX INC (De-listed 02/2022),President/CEO,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),1/29/18,2/14/22,Executive Director,1,Yes
1174,376,ADM,ARCHER-DANIELS-MIDLAND CO,1722,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,38,2490,890753,ARCHER-DANIELS-MIDLAND CO,Chairman/President/CEO,HISPANIC/LATIN AMERICAN,1/1/16,,Executive Director,1,Yes
1175,377,AJG,ARTHUR J GALLAGHER & CO,4973,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,250,12761,81627,ARTHUR J GALLAGHER & CO,Chairman/President/CEO,CAUCASIAN/WHITE,10/19/06,1/1/24,Executive Director,1,Yes
1176,378,ALL,ALLSTATE CORP,28349,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,16,1534,34944,ALLSTATE CORP,Chairman/President/CEO,CAUCASIAN/WHITE,2/23/18,,Executive Director,1,Yes
1177,379,BA,BOEING CO,2285,0,3BoardEx,,1,160,Boeing,1/6/04,19561,,,TMT,0,,0,1,2,1,,,,,,CAUCASIAN/WHITE,,,,0,No
1178,379,BA,BOEING CO,2285,0,3BoardEx,,1,4,Boeing Company,3/7/05,19561,,No,CEO,0,1,0,1,2,1,,,,,,CAUCASIAN/WHITE,,,,0,No
1179,380,CAG,CONAGRA BRANDS INC,3362,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,145,7619,837621,CONAGRA BRANDS INC (Conagra Foods Inc prior to 11/2016),President/CEO,CAUCASIAN/WHITE,4/6/15,,Executive Director,1,Yes
1180,381,CBOE,CBOE GLOBAL MARKETS INC,184500,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,650,1647824,1058282,CBOE GLOBAL MARKETS INC (CBOE Holdings Inc prior to 10/2017),Chairman/President/CEO,CAUCASIAN/WHITE,1/14/19,5/12/22,Executive Director,1,Yes
1181,382,CME,CME GROUP INC,149070,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,590,268946,91452,CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007),Chairman/CEO,CAUCASIAN/WHITE,11/10/16,,Executive Director,1,Yes
1182,383,EQR,EQUITY RESIDENTIAL,28733,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,214,10928,552575,EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002),President/CEO,CAUCASIAN/WHITE,12/31/18,,Executive Director,1,Yes
1183,385,GEHC,GE HEALTHCARE TECHNOLOGI INC,41818,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1184,385,GEHC,GE HEALTHCARE TECHNOLOGI INC,41818,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1185,386,IEX,IDEX CORP,15267,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1186,386,IEX,IDEX CORP,15267,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1187,387,ITW,ILLINOIS TOOL WORKS,5878,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,296,15580,534201,ILLINOIS TOOL WORKS INC (ITW),Chairman/CEO,CAUCASIAN/WHITE,5/8/15,1/1/24,Executive Director,1,Yes
1188,388,LKQ,LKQ CORP,155394,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,593,463860,345185,LKQ CORPORATION INC,Chairman (Executive),CAUCASIAN/WHITE,3/6/17,5/10/22,Executive Director,0,Yes
1189,388,LKQ,LKQ CORP,155394,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,594,463860,1523271,LKQ CORPORATION INC,President/CEO,CAUCASIAN/WHITE,5/31/17,,Executive Director,1,Yes
1190,391,MSI,MOTOROLA SOLUTIONS INC,7585,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,386,21174,42861,MOTOROLA SOLUTIONS INC,Chairman/CEO,CAUCASIAN/WHITE,5/3/11,,Executive Director,1,Yes
1191,391,MSI,MOTOROLA SOLUTIONS INC,7585,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,657,1681880,1060498,LIFEWORKS INC (Morneau Shepell Inc prior to 05/2021) (De-listed 09/2022),President/CEO,CAUCASIAN/WHITE,5/4/17,9/2/22,Executive Director,1,Yes
1192,394,VTR,VENTAS INC,110179,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,549,32450,180625,VENTAS INC (Vencor Inc prior to 04/1998),Chairman/CEO,CAUCASIAN/WHITE,11/2/10,,Executive Director,1,Yes
1193,395,KEYS,KEYSIGHT TECHNOLOGIES INC,20232,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,701,2163313,598783,KEYSIGHT TECHNOLOGIES INC,Chairman/President/CEO,CAUCASIAN/WHITE,11/1/19,5/1/22,Executive Director,1,Yes
1194,396,ALK,ALASKA AIR GROUP INC,1230,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,10,1273,220505,ALASKA AIR GROUP INC,Chairman/President/CEO,CAUCASIAN/WHITE,1/1/14,3/31/21,Executive Director,1,Yes
1195,397,AMZN,AMAZON.COM INC,64768,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,18,1703,45136,AMAZON.COM INC,Chairman/President/CEO,CAUCASIAN/WHITE,10/1/00,7/5/21,Executive Director,1,Yes
1196,398,COST,COSTCO WHOLESALE CORP,29028,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,161,8022,43701,COSTCO WHOLESALE CORP,President/CEO,CAUCASIAN/WHITE,1/1/12,2/2/22,Executive Director,1,Yes
1197,399,EXPD,EXPEDITORS INTL WASH INC,4494,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,228,11401,452655,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,President/CEO,CAUCASIAN/WHITE,3/1/14,,Executive Director,1,Yes
1198,400,EXPE,EXPEDIA GROUP INC,126296,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,614,770141,33328,EXPEDIA GROUP INC (Expedia Inc prior to 03/2018),Chairman (Executive),CAUCASIAN/WHITE,8/9/05,,Executive Director,0,Yes
1199,402,MSFT,MICROSOFT CORP,12141,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,380,20601,499383,MICROSOFT CORP,CEO,INDIAN/SOUTH ASIAN,2/4/14,6/16/21,Executive Director,1,Yes
1200,403,PCAR,PACCAR INC,8253,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,420,23563,51632,PACCAR INC,Chairman (Executive),CAUCASIAN/WHITE,4/27/14,,Executive Director,0,Yes
1201,403,PCAR,PACCAR INC,8253,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,421,23563,1526154,PACCAR INC,CEO,CAUCASIAN/WHITE,7/1/19,,Executive Director,1,Yes
1202,404,SBUX,STARBUCKS CORP,25434,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,504,29093,31844,STARBUCKS CORP,President/CEO,CAUCASIAN/WHITE,4/3/17,4/4/22,Executive Director,1,Yes
1203,405,TMUS,T-MOBILE US INC,17874,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1204,405,TMUS,T-MOBILE US INC,17874,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1205,406,WY,WEYERHAEUSER CO,11456,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,568,33418,1266749,WEYERHAEUSER CO,President/CEO,CAUCASIAN/WHITE,1/1/19,,Executive Director,1,Yes
1206,407,LNT,ALLIANT ENERGY CORP,11554,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,15,1476,896820,ALLIANT ENERGY CORP,Chair/President/CEO,CAUCASIAN/WHITE,7/1/19,2/27/23,Executive Director,1,Yes
1207,408,ETSY,ETSY INC,23238,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,703,2236759,765386,ETSY INC,President/CEO,CAUCASIAN/WHITE,5/3/17,,Executive Director,1,Yes
1208,409,ADP,AUTOMATIC DATA PROCESSING,1891,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,41,3101,745222,AUTOMATIC DATA PROCESSING INC (ADP),President/CEO,HISPANIC/LATIN AMERICAN,11/8/11,1/1/22,Executive Director,1,Yes
1209,410,PEG,PUBLIC SERVICE ENTRP GRP INC,8810,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,451,25378,204007,PUBLIC SERVICE ENTERPRISE GROUP INC,Chairman/President/CEO,CAUCASIAN/WHITE,4/1/07,8/31/22,Executive Director,1,Yes
1210,411,PRU,PRUDENTIAL FINANCIAL INC,143356,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,450,25332,885991,PRUDENTIAL FINANCIAL INC,Chairman/President/CEO,CAUCASIAN/WHITE,4/5/19,,Executive Director,1,Yes
1211,412,BEN,FRANKLIN RESOURCES INC,4885,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,247,12463,36572,FRANKLIN RESOURCES INC,Vice Chairman,CAUCASIAN/WHITE,12/1/99,,Executive Director,0,Yes
1212,413,EA,ELECTRONIC ARTS INC,16721,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,204,10364,1207036,ELECTRONIC ARTS INC,CEO,CAUCASIAN/WHITE,9/17/13,8/12/21,Executive Director,1,Yes
1213,414,EQIX,EQUINIX INC,138743,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,213,10899,1089745,EQUINIX INC,President/CEO,CAUCASIAN/WHITE,9/12/18,,Executive Director,1,Yes
1214,414,EQIX,EQUINIX INC,138743,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,212,10899,202552,EQUINIX INC,Chairman (Executive),CAUCASIAN/WHITE,9/12/18,,Executive Director,0,Yes
1215,415,ESS,ESSEX PROPERTY TRUST,30293,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,215,11060,182075,ESSEX PROPERTY TRUST INC (Essex Property Corp prior to 06/1994),President/CEO,CAUCASIAN/WHITE,1/1/11,3/31/23,Executive Director,1,Yes
1216,417,META,META PLATFORMS INC,170617,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,708,2429185,2127717,META GROWTH CORP (National Access Cannabis Corp prior to 03/2020) (De-listed 11/2020),CEO,CAUCASIAN/WHITE,9/10/18,11/18/20,Executive Director,1,Yes
1217,417,META,META PLATFORMS INC,170617,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,672,1820060,646335,META PLATFORMS INC (Facebook Inc prior to 11/2021),Chairman/CEO,CAUCASIAN/WHITE,5/18/12,,Executive Director,1,Yes
1218,418,RHI,ROBERT HALF INTL INC,2312,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,469,26429,81557,ROBERT HALF INC (Robert Half International Inc prior to 07/2023),Chairman (Executive),CAUCASIAN/WHITE,12/15/19,,Executive Director,0,Yes
1219,418,RHI,ROBERT HALF INTL INC,2312,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,471,26429,81587,ROBERT HALF INC (Robert Half International Inc prior to 07/2023),Vice Chairman/CEO/President,CAUCASIAN/WHITE,12/15/19,,Executive Director,1,Yes
1220,419,V,VISA INC,179534,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,626,937594,33689,VISA INC,Chairman/CEO,CAUCASIAN/WHITE,4/16/19,2/1/23,Executive Director,1,Yes
1221,420,AIV,APARTMENT INVST & MGMT CO,30490,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,35,2310,87112,APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO),Chairman/CEO,CAUCASIAN/WHITE,2/10/09,12/15/20,Executive Director,1,Yes
1222,421,DVA,DAVITA INC,61483,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,175,8783,655130,DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),CEO,HISPANIC/LATIN AMERICAN,6/1/19,,Executive Director,1,Yes
1223,421,DVA,DAVITA INC,61483,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,174,8783,71242,DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),Chairman (Executive),HISPANIC/LATIN AMERICAN,6/1/19,6/1/20,Executive Director,0,Yes
1224,422,NEM,NEWMONT CORP,7881,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,393,22069,1378869,NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020),President/CEO,CAUCASIAN/WHITE,10/1/19,,Executive Director,1,Yes
1225,423,PEAK,HEALTHPEAK PROPERTIES INC,13125,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1226,423,PEAK,HEALTHPEAK PROPERTIES INC,13125,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1227,424,VFC,VF CORP,11060,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,552,32574,831805,VF CORP,Chairman (Executive)/President/CEO,CAUCASIAN/WHITE,10/28/17,12/2/22,Executive Director,1,Yes
1228,426,CLX,CLOROX CO/DE,3121,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,135,7089,750963,CLOROX COMPANY (THE),Chairman/CEO,CAUCASIAN/WHITE,8/15/16,9/14/20,Executive Director,1,Yes
1229,427,ENPH,ENPHASE ENERGY INC,187450,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,670,1810090,1197971,ENPHASE ENERGY INC,President/CEO,INDIAN/SOUTH ASIAN,9/3/17,,Executive Director,1,Yes
1230,428,LRCX,LAM RESEARCH CORP,6565,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,334,18384,487342,LAM RESEARCH CORP,President/CEO,CAUCASIAN/WHITE,12/5/18,,Executive Director,1,Yes
1231,429,PCG,PG&E CORP,8264,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,427,24303,47996,PG&E CORP,President/CEO,White,6/21/19,6/30/20,Executive Director,1,Yes
1232,430,ROST,ROSS STORES INC,9248,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,478,26560,487157,ROSS STORES INC,CEO,CAUCASIAN/WHITE,6/1/14,5/19/21,Executive Director,1,Yes
1233,431,ALXN,ALEXION PHARMACEUTICALS INC,62263,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,12,1355,1077323,ALEXION PHARMACEUTICALS INC (De-listed 07/2021),CEO,CAUCASIAN/WHITE,3/27/17,7/21/21,Executive Director,1,Yes
1234,432,AMT,AMERICAN TOWER CORP,105365,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1235,432,AMT,AMERICAN TOWER CORP,105365,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1236,433,BXP,BOSTON PROPERTIES INC,64925,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,87,4863,491901,BOSTON PROPERTIES INC,CEO,CAUCASIAN/WHITE,4/2/13,5/19/22,Executive Director,1,Yes
1237,434,GE,GENERAL ELECTRIC CO,5047,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,254,12986,36907,GENERAL ELECTRIC CO,Chairman/CEO,CAUCASIAN/WHITE,9/30/18,,Executive Director,1,Yes
1238,435,IRM,IRON MOUNTAIN INC,62374,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,312,17012,1188382,IRON MOUNTAIN INC,President/CEO,CAUCASIAN/WHITE,1/7/13,,Executive Director,1,Yes
1239,436,STT,STATE STREET CORP,10035,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1240,436,STT,STATE STREET CORP,10035,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1241,437,VRTX,VERTEX PHARMACEUTICALS INC,24344,1,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,INDIAN/SOUTH ASIAN,,,,0,No
1242,437,VRTX,VERTEX PHARMACEUTICALS INC,24344,1,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,INDIAN/SOUTH ASIAN,,,,0,No
1243,439,FMC,FMC CORP,4510,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,239,12164,51661,FMC CORP,Chairman/CEO,CAUCASIAN/WHITE,6/1/18,5/31/20,Executive Director,1,Yes
1244,440,AEE,AMEREN CORP,10860,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,24,1976,51707,AMEREN CORP,Chairman/President/CEO,CAUCASIAN/WHITE,7/1/14,1/1/22,Executive Director,1,Yes
1245,442,ADSK,AUTODESK INC,1878,0,2Bermiss,,,,,,,,Yes,,,,,,0,0,42,3118,1203207,AUTODESK INC,President/CEO,CAUCASIAN/WHITE,6/19/17,1/19/21,Executive Director,1,Yes
1246,443,CRM,SALESFORCE INC,157855,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1247,443,CRM,SALESFORCE INC,157855,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1248,444,FRC,FIRST REPUBLIC BANK,14275,0,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1249,444,FRC,FIRST REPUBLIC BANK,14275,0,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,CAUCASIAN/WHITE,,,,0,No
1250,445,GPS,GAP INC,4990,1,2Bermiss,,,,,,,,No,,,,,,0,0,,,,,,INDIAN/SOUTH ASIAN,,,,0,No
1251,445,GPS,GAP INC,4990,1,3BoardEx,,,,,,,,No,,,,,,0,0,,,,,,INDIAN/SOUTH ASIAN,,,,0,No
1252,446,PLD,PROLOGIS INC,29984,1,2Bermiss,,,,,,,,Yes,,,,,,0,0,19,1710,60091,PROLOGIS INC (AMB Property Corp prior to 06/2011),Chairman/CEO,MIDDLE-EASTERN/NORTH AFRICAN,1/1/13,,Executive Director,1,Yes
