"1coid","tic.x","1conm_x","2Company","3CompanyName","gvkey","1ceo_minority","1ethnicity (from boardex)","ceo_name","2DirectorName","2First","2Last","3FirstName","3LastName","1ceo_race(black)","2BE","3RoleType","3RoleName","3Seniority","2020_Active","2020_Active_May26_Dec31","2020_CEO_Change","2020_2CEOs","2Female","2Gender","2AnnDate","2EndDate","3DateStartRole","3DateEndRole","X3num","X3CompanyID","X3DirectorID","2num","2permno","2Confounded","2Interim","obs","tic.y","conm_x","CrossVerified_ExecType","DirectorName","Ethnicity","Race(black)","BE_fromBermissData","Actual_Bermiss_discrepancy","Minority","Gender","Female","Num_Black_TMT","Active2020","CEO_Appointment_date_within_2020","DirectorName_source"
411,"BEN","FRANKLIN RESOURCES INC",NA,NA,"4885",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,"EA","ELECTRONIC ARTS INC",NA,"ELECTRONIC ARTS INC","16721",0,"CAUCASIAN/WHITE","Andrew Wilson",NA,NA,NA,"Andrew","Wilson",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/17/13","8/12/21",145,10364,1207036,NA,NA,NA,NA,146,"EA","ELECTRONIC ARTS INC","CEO","Andrew Wilson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
413,"EQIX","EQUINIX INC",NA,"EQUINIX INC","138743",0,"CAUCASIAN/WHITE","Charles Meyers",NA,NA,NA,"Charles","Meyers",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/12/18",NA,161,10899,1089745,NA,NA,NA,NA,157,"EQIX","EQUINIX INC","CEO","Charles Meyers","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
414,"ESS","ESSEX PROPERTY TRUST",NA,"ESSEX PROPERTY TRUST INC (Essex Property Corp prior to 06/1994)","30293",0,"CAUCASIAN/WHITE","Mike Schall",NA,NA,NA,"Mike","Schall",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/11","3/31/23",165,11060,182075,NA,NA,NA,NA,159,"ESS","ESSEX PROPERTY TRUST","CEO","Mike Schall","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
416,"META","META PLATFORMS INC",NA,"META PLATFORMS INC (Facebook Inc prior to 11/2021)","170617",0,"CAUCASIAN/WHITE","Mark Zuckerberg",NA,NA,NA,"Mark","Zuckerberg",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/18/12",NA,308,1820060,646335,NA,NA,NA,NA,290,"META","META GROWTH CORP (National Access Cannabis Corp prior to 03/2020) (De-listed 11/2020)","CEO","Mark Goliger","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
416,"META","META PLATFORMS INC",NA,"META PLATFORMS INC (Facebook Inc prior to 11/2021)","170617",0,"CAUCASIAN/WHITE","Mark Zuckerberg",NA,NA,NA,"Mark","Zuckerberg",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/18/12",NA,308,1820060,646335,NA,NA,NA,NA,291,"META","META PLATFORMS INC","CEO","Mark Zuckerberg","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
417,"RHI","ROBERT HALF INTL INC",NA,"ROBERT HALF INC (Robert Half International Inc prior to 07/2023)","2312",0,"CAUCASIAN/WHITE","Michael Waddell",NA,NA,NA,"Michael","Waddell",NA,NA,"CEO","Vice Chairman/CEO/President","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/15/19",NA,415,26429,81587,NA,NA,NA,NA,380,"RHI","ROBERT HALF INTL INC","CEO","Michael Waddell","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
418,"V","VISA INC",NA,"VISA INC","179534",0,"CAUCASIAN/WHITE","Al Kelly Jr",NA,NA,NA,"Al","Kelly Jr",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/16/19","2/1/23",486,937594,33689,NA,NA,NA,NA,445,"V","VISA INC","CEO","Al Kelly Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
419,"AIV","APARTMENT INVST & MGMT CO",NA,"APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO)","30490",0,"CAUCASIAN/WHITE","The Hon. Terry Considine",NA,NA,NA,"Terry","Considine",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/10/09","12/15/20",16,2310,87112,NA,NA,NA,NA,32,"AIV","APARTMENT INVST & MGMT CO","CEO","The Hon. Terry Considine","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
420,"DVA","DAVITA INC",NA,"DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016)","61483",1,"HISPANIC/LATIN AMERICAN","Javier Rodriguez",NA,NA,NA,"Javier","Rodriguez",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/1/19",NA,139,8783,655130,NA,NA,NA,NA,121,"DVA","DAVITA INC","CEO","Javier Rodriguez","Hispanic/Latino",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
421,"NEM","NEWMONT CORP",NA,"NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020)","7881",0,"CAUCASIAN/WHITE","Tom Palmer",NA,NA,NA,"Tom","Palmer",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/19",NA,337,22069,1378869,NA,NA,NA,NA,313,"NEM","NEWMONT CORP","CEO","Tom Palmer","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
422,"PEAK","HEALTHPEAK PROPERTIES INC",NA,NA,"13125",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,"VFC","VF CORP",NA,"VF CORP","11060",0,"CAUCASIAN/WHITE","Steve Rendle",NA,NA,NA,"Steve","Rendle",NA,NA,"CEO","Chairman (Executive)/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/28/17","12/2/22",488,32574,831805,NA,NA,NA,NA,442,"VFC","VF CORP","CEO","Steve Rendle","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
425,"CLX","CLOROX CO/DE",NA,"CLOROX COMPANY (THE)","3121",0,"CAUCASIAN/WHITE","Benno Dorer",NA,NA,NA,"Benno","Dorer",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/15/16","9/14/20",87,7089,750963,NA,NA,NA,NA,98,"CLX","CLOROX CO/DE","CEO","Benno Dorer","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
426,"ENPH","ENPHASE ENERGY INC",NA,"ENPHASE ENERGY INC","187450",1,"INDIAN/SOUTH ASIAN","Badri Kothandaraman",NA,NA,NA,"Badri","Kothandaraman",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/3/17",NA,157,1810090,1197971,NA,NA,NA,NA,149,"ENPH","ENPHASE ENERGY INC","CEO","Badri Kothandaraman","Asian/Indian",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
427,"LRCX","LAM RESEARCH CORP",NA,"LAM RESEARCH CORP","6565",0,"CAUCASIAN/WHITE","Tim Archer",NA,NA,NA,"Tim","Archer",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/5/18",NA,286,18384,487342,NA,NA,NA,NA,259,"LRCX","LAM RESEARCH CORP","CEO","Tim Archer","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
428,"PCG","PG&E CORP",NA,"PG&E CORP","8264",0,"White","Bill Johnson",NA,NA,NA,"Bill","Johnson",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/21/19","6/30/20",373,24303,47996,NA,NA,NA,NA,344,"PCG","PG&E CORP","CEO","Bill Johnson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
429,"ROST","ROSS STORES INC",NA,"ROSS STORES INC","9248",0,"CAUCASIAN/WHITE","Barbara Rentler",NA,NA,NA,"Barbara","Rentler",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/1/14","5/19/21",423,26560,487157,NA,NA,NA,NA,384,"ROST","ROSS STORES INC","CEO","Barbara Rentler","Caucasian/White",0,NA,0,0,"F",1,0,"Yes",NA,"BoardEx"
430,"ALXN","ALEXION PHARMACEUTICALS INC",NA,"ALEXION PHARMACEUTICALS INC (De-listed 07/2021)","62263",0,"CAUCASIAN/WHITE","Doctor Ludwig Hantson",NA,NA,NA,"Ludwig","Hantson",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"3/27/17","7/21/21",23,1355,1077323,NA,NA,NA,NA,14,"ALXN","ALEXION PHARMACEUTICALS INC","CEO","Doctor Ludwig Hantson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
431,"AMT","AMERICAN TOWER CORP",NA,NA,"105365",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,"BXP","BOSTON PROPERTIES INC",NA,"BOSTON PROPERTIES INC","64925",0,"CAUCASIAN/WHITE","Owen Thomas",NA,NA,NA,"Owen","Thomas",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/2/13","5/19/22",63,4863,491901,NA,NA,NA,NA,61,"BXP","BOSTON PROPERTIES INC","CEO","Owen Thomas","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
433,"GE","GENERAL ELECTRIC CO",NA,"GENERAL ELECTRIC CO","5047",0,"CAUCASIAN/WHITE","Larry Culp Jr",NA,NA,NA,"Larry","Culp Jr",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/30/18",NA,196,12986,36907,NA,NA,NA,NA,188,"GE","GENERAL ELECTRIC CO","CEO","Larry Culp Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
434,"IRM","IRON MOUNTAIN INC",NA,"IRON MOUNTAIN INC","62374",0,"CAUCASIAN/WHITE","Bill Meaney",NA,NA,NA,"Bill","Meaney",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/7/13",NA,248,17012,1188382,NA,NA,NA,NA,242,"IRM","IRON MOUNTAIN INC","CEO","Bill Meaney","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
435,"STT","STATE STREET CORP",NA,NA,"10035",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,"VRTX","VERTEX PHARMACEUTICALS INC",NA,NA,"24344",1,"INDIAN/SOUTH ASIAN",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,"CMCSA","COMCAST CORP",NA,"COMCAST CORP (AT&T Comcast Corp prior to 11/2002)","3226",0,"CAUCASIAN/WHITE","Brian Roberts",NA,NA,NA,"Brian","Roberts",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/25/04","10/11/22",89,7387,35803,NA,NA,NA,NA,104,"CMCSA","COMCAST CORP","CEO","Brian Roberts","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
438,"FMC","FMC CORP",NA,"FMC CORP","4510",0,"CAUCASIAN/WHITE","Doctor Pierre Brondeau",NA,NA,NA,"Pierre","Brondeau",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/1/18","5/31/20",189,12164,51661,NA,NA,NA,NA,180,"FMC","FMC CORP","CEO","Doctor Pierre Brondeau","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
439,"AEE","AMEREN CORP",NA,"AMEREN CORP","10860",0,"CAUCASIAN/WHITE","Warner Baxter",NA,NA,NA,"Warner","Baxter",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/14","1/1/22",13,1976,51707,NA,NA,NA,NA,21,"AEE","AMEREN CORP","CEO","Warner Baxter","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
440,"ETR","ENTERGY CORP",NA,"ENTERGY CORP","7366",0,"CAUCASIAN/WHITE","Leo Denault",NA,NA,NA,"Leo","Denault",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/1/13","11/1/22",166,10750,204855,NA,NA,NA,NA,150,"ETR","ENTERGY CORP","CEO","Gordon Lam","Asian",0,1,1,1,"M",0,2,"Yes",NA,"BoardEx"
440,"ETR","ENTERGY CORP",NA,"ENTERGY CORP","7366",0,"CAUCASIAN/WHITE","Leo Denault",NA,NA,NA,"Leo","Denault",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/1/13","11/1/22",166,10750,204855,NA,NA,NA,NA,151,"ETR","ENTERGY CORP","CEO","Leo Denault","Caucasian/White",0,1,1,0,"M",0,2,"Yes",NA,"BoardEx"
441,"ADSK","AUTODESK INC",NA,"AUTODESK INC","1878",0,"CAUCASIAN/WHITE","Doctor Andrew Anagnost",NA,NA,NA,"Andrew","Anagnost",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/19/17","1/19/21",12,3118,1203207,NA,NA,NA,NA,42,"ADSK","AUTODESK INC","CEO","Doctor Andrew Anagnost","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
442,"CRM","SALESFORCE INC",NA,NA,"157855",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,"FRC","FIRST REPUBLIC BANK",NA,NA,"14275",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,"GPS","GAP INC",NA,NA,"4990",1,"INDIAN/SOUTH ASIAN",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,"PLD","PROLOGIS INC",NA,"PROLOGIS INC (AMB Property Corp prior to 06/2011)","29984",1,"MIDDLE-EASTERN/NORTH AFRICAN","Hamid Moghadam",NA,NA,NA,"Hamid","Moghadam",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/13",NA,386,1710,60091,NA,NA,NA,NA,359,"PLD","PROLOGIS INC","CEO","Hamid Moghadam","Middle Eastern",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
446,"TWTR","TWITTER INC",NA,"TWITTER INC (De-listed 10/2022)","18872",0,"CAUCASIAN/WHITE","Jack Dorsey",NA,NA,NA,"Jack","Dorsey",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/30/15","11/29/21",468,2006706,1132809,NA,NA,NA,NA,423,"TWTR","TWITTER INC","CEO","Jack Dorsey","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
447,"WFC","WELLS FARGO & CO",NA,"WELLS FARGO & CO","8007",0,"CAUCASIAN/WHITE","Charlie Scharf",NA,NA,NA,"Charlie","Scharf",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/21/19",NA,501,33264,33951,NA,NA,NA,NA,450,"WFC","WALL FINANCIAL CORP","CEO","Bruno Wall","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
447,"WFC","WELLS FARGO & CO",NA,"WELLS FARGO & CO","8007",0,"CAUCASIAN/WHITE","Charlie Scharf",NA,NA,NA,"Charlie","Scharf",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/21/19",NA,501,33264,33951,NA,NA,NA,NA,455,"WFC","WELLS FARGO & CO","CEO","Charlie Scharf","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
448,"AIG","AMERICAN INTERNATIONAL GROUP",NA,NA,"1487",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,"AIZ","ASSURANT INC",NA,"ASSURANT INC","157057",0,"CAUCASIAN/WHITE","Alan Colberg",NA,NA,NA,"Alan","Colberg",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/15","5/18/21",17,550072,853893,NA,NA,NA,NA,38,"AIZ","ASSURANT INC","CEO","Alan Colberg","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
451,"BK","BANK OF NEW YORK MELLON CORP",NA,"CANADIAN BANC CORP","2019",0,"CAUCASIAN/WHITE","Thomas P. Gibbons",NA,NA,NA,"Thomas","Gibbons",0,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"3/1/20","8/1/22",55,1987552,735008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,"BLK","BLACKROCK INC",NA,"BLACKROCK INC","124434",0,"CAUCASIAN/WHITE","Larry Fink",NA,NA,NA,"Larry","Fink",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/98",NA,58,4584,140463,NA,NA,NA,NA,58,"BLK","BLACKROCK INC","CEO","Larry Fink","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
453,"BMY","BRISTOL-MYERS SQUIBB CO",NA,"BRISTOL-MYERS SQUIBB CO","2403",0,"CAUCASIAN/WHITE","Doctor Giovanni Caforio",NA,NA,NA,"Giovanni","Caforio",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/2/17","11/1/23",59,5118,857412,NA,NA,NA,NA,63,"BMY","BRISTOL-MYERS SQUIBB CO","CEO","Doctor Giovanni Caforio","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
454,"C","CITIGROUP INC",NA,"CITIGROUP INC","3243",0,"CAUCASIAN/WHITE","Mike Corbat",NA,NA,NA,"Mike","Corbat",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/15/12","2/26/21",64,6930,604908,NA,NA,NA,NA,94,"C","CITIGROUP INC","CEO","Mike Corbat","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
455,"CL","COLGATE-PALMOLIVE CO",NA,"CRESCO LABS INC","3170",0,"CAUCASIAN/WHITE","Noel Wallace",NA,NA,NA,"Noel","Wallace",0,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/19",NA,86,2957858,1374341,NA,NA,NA,NA,103,"CL","COLGATE-PALMOLIVE CO","CEO","Charles Bachtell","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
456,"ED","CONSOLIDATED EDISON INC",NA,"CONSOLIDATED EDISON INC","3413",0,"CAUCASIAN/WHITE","John McAvoy",NA,NA,NA,"John","McAvoy",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/12/14","12/29/20",148,7705,1074910,NA,NA,NA,NA,107,"ED","CONSOLIDATED EDISON INC","CEO","John McAvoy","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
457,"EL","ESTEE LAUDER COMPANIES INC",NA,"ESTEE LAUDER COS INC","61567",0,"CAUCASIAN/WHITE","Fabrizio Freda",NA,NA,NA,"Fabrizio","Freda",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/1/09",NA,152,11074,590109,NA,NA,NA,NA,160,"EL","ESTEE LAUDER COMPANIES INC","CEO","Fabrizio Freda","Caucasian/White",0,1,1,0,"M",0,2,"Yes",NA,"BoardEx"
458,"FOXA","FOX CORP",NA,NA,"34636",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,"FOXA","FOX CORP","CEO","Lachlan Murdoch","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
459,"GS","GOLDMAN SACHS GROUP INC",NA,"GOLDMAN SACHS GROUP INC","114628",0,"CAUCASIAN/WHITE","David Solomon",NA,NA,NA,"David","Solomon",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/19",NA,207,13564,795984,NA,NA,NA,NA,197,"GS","GOLDMAN SACHS GROUP INC","CEO","David Solomon","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
460,"HES","HESS CORP",NA,"HESS CORP (Amerada Hess prior to 05/2006)","1380",0,"CAUCASIAN/WHITE","John Hess",NA,NA,NA,"John","Hess",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/16/13",NA,215,1970,64947,NA,NA,NA,NA,207,"HES","HESS CORP","CEO","John Hess","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
461,"IFF","INTL FLAVORS & FRAGRANCES",NA,"INTERNATIONAL FLAVORS & FRAGRANCES INC","6078",0,"CAUCASIAN/WHITE","Andreas Fibig",NA,NA,NA,"Andreas","Fibig",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/1/14","2/14/22",233,16530,548131,NA,NA,NA,NA,233,"IFF","INTL FLAVORS & FRAGRANCES","CEO","Andreas Fibig","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
462,"IPG","INTERPUBLIC GROUP OF COS",NA,"INTERPUBLIC GROUP OF COMPANIES INC","6136",0,"CAUCASIAN/WHITE","Michael Roth",NA,NA,NA,"Michael","Roth",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/19/05","1/1/21",244,16427,48701,NA,NA,NA,NA,232,"IPG","INTERPUBLIC GROUP OF COS","CEO","Michael Roth","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
463,"JPM","JPMORGAN CHASE & CO",NA,"JPMORGAN CHASE & CO","2968",0,"CAUCASIAN/WHITE","Jamie Dimon",NA,NA,NA,"Jamie","Dimon",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/30/18",NA,259,17528,33908,NA,NA,NA,NA,245,"JPM","JPMORGAN CHASE & CO","CEO","Jamie Dimon","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
464,"L","LOEWS CORP",NA,"LOEWS CORP","6781",0,"CAUCASIAN/WHITE","Jim Tisch",NA,NA,NA,"Jim","Tisch",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/99",NA,274,19065,36800,NA,NA,NA,NA,271,"L","LOEWS CORP","CEO","Jim Tisch","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
465,"MCO","MOODY'S CORP",NA,"MOODYS CORP","139665",0,"CAUCASIAN/WHITE","Raymond McDaniel Jr",NA,NA,NA,"Raymond","McDaniel Jr",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/19/12","12/31/20",302,21071,49681,NA,NA,NA,NA,304,"MCO","MOODY'S CORP","CEO","Raymond McDaniel Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
466,"MET","METLIFE INC",NA,"METLIFE INC","133768",1,"MIDDLE-EASTERN/NORTH AFRICAN","Michel Khalaf",NA,NA,NA,"Michel","Khalaf",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/1/19",NA,306,20426,1135745,NA,NA,NA,NA,292,"MET","METLIFE INC","CEO","Michel Khalaf","Middle Eastern",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
467,"MKTX","MARKETAXESS HOLDINGS INC",NA,"MARKETAXESS HOLDINGS INC","158742",0,"CAUCASIAN/WHITE","Rick McVey",NA,NA,NA,"Rick","McVey",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/13/06","4/3/23",312,551122,446101,NA,NA,NA,NA,277,"MKTX","MARKETAXESS HOLDINGS INC","CEO","Rick McVey","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
469,"MS","MORGAN STANLEY",NA,"MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002)","12124",0,"CAUCASIAN/WHITE","James Gorman",NA,NA,NA,"James","Gorman",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/12","1/1/24",322,21105,34080,NA,NA,NA,NA,305,"MS","MORGAN STANLEY","CEO","James Gorman","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
470,"MSCI","MSCI INC",NA,"MSCI INC","178507",1,"HISPANIC/LATIN AMERICAN","Henry Fernandez",NA,NA,NA,"Henry","Fernandez",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/31/17",NA,323,1041062,598481,NA,NA,NA,NA,308,"MSCI","MSCI INC","CEO","Henry Fernandez","Hispanic/Latino",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
